142166206	Amazon	1589
142166206	Roblox	1544
142166206	Saturn Cloud	1455
142166206	FairVentures	1501
142166206	Hubdoc	1411
142166206	Peggy	1589
142166206	Cockroach Labs	1544
142166206	Google	1500
142166206	PayPal	1456
142166206	Cognite AS	1411
142166206	University of Waterloo	1525
142166206	ResQ	1475
142166206	Dealer-FX	1548
142166206	BTNX Inc.	1500
142166206	Silfab Solar Inc.	1452
142166206	Equitable Life of Canada	1525
142166206	Rocscience	1475
142166206	Splunk	1589
142166206	Ada Inc	1503
142166206	TD	1542
142166206	OnCall Health	1456
142166206	Manulife	1410
142166206	RBC	1500
142166206	Trustwave	1548
142166206	Ford Motor Company	1500
142166206	Veeva Systems	1452
142166206	TutorOcean	1500
142166206	Allstate Canada	1548
142166206	BDO Canada	1500
142166206	Clearbridge Mobile	1452
142166206	Honey	1569
142166206	hyperPad	1523
142166206	The Co-operators	1477
142166206	Procom	1431
142166206	Sandvine	1500
142166206	Wish	1566
142166206	Apple	1520
142166206	Sourcedfact.com	1389
142166206	Shopify	1582
142166206	Her Campus Media - Waterloo Chapter	1518
142166206	Her Campus Media	1350
142166206	Empire Life	1548
142166206	AGF Investments	1500
142166206	IBM	1452
142166206	alertdriving®	1569
142166206	lleTTonna	1523
142166206	TitanFile Inc.	1477
142166206	CUTC Foundation	1487
142166206	Kooltra	1496
142166206	Connected	1448
142166206	Raymond James	1500
142166206	Tangam Systems	1548
142166206	Toronto Transit Commission (TTC)	1500
142166206	Waterloo Catholic District School Board	1452
142166206	Canix	1569
142166206	Miovision	1523
142166206	Uptake	1477
142166206	OpenText	1460
142166206	McGill University School of Continuing Studies	1544
142166206	Deloitte	1477
142166206	Finastra	1425
142166206	Flybits	1525
142166206	BlackBerry	1475
142166206	Twitch	1569
142166206	TobyX	1478
142166206	TextNow	1522
142166206	Honeywell	1431
142166206	VerticalScope Inc.	1589
142166206	Status - Land Development Technology	1544
142166206	Remitbee	1500
142166206	PointClickCare	1456
142166206	Smart Nora	1411
142166206	Zynga	1548
142166206	NVIDIA	1500
142166206	PlayStation	1452
142166206	1Password	1569
142166206	The Home Depot	1523
142166206	Ontario Institute for Cancer Research	1477
142166206	reheart ™	1431
142166206	Intuit	1569
142166206	TechNova	1523
142166206	Sheertex	1477
142166206	Waterloo Women in Computer Science	1431
142166206	CI Technologies	1500
142166206	Uber	1546
142166206	SingleStore	1429
142166206	Tesla	1566
142166206	Teranet Inc.	1520
142166206	ESCRYPT	1389
142166206	SideFX Software	1503
142166206	Polar Inc.	1422
142166206	GEOTAB	1524
142166206	Purolator Inc.	1451
142166206	Ampli 	1425
142166206	Capital One	1589
142166206	Loblaw Companies Limited	1544
142166206	KPMG Canada	1500
142166206	National Bank of Canada	1456
142166206	Jiffy	1411
142166206	Evertz	1548
142166206	Kaleidescape	1500
142166206	ADP	1452
142166206	Thomson Reuters	1582
142166206	OMERS	1518
142166206	University of Waterloo - School of Accounting and Finance	1350
142166206	AMD	1524
142166206	Department of National Defence	1526
142166206	UW Blueprint	1517
142166206	Genesys	1383
142166206	BMO Financial Group	1567
142166206	OANDA	1476
142166206	Infor	1432
142166206	苏州百捷信息科技有限公司	1475
142166206	Lifion by ADP	1589
142166206	Bread	1544
142166206	Rakuten	1500
142166206	Exiger	1456
142166206	RedFlagDeals	1411
142166206	Quip	1589
142166206	Wise Systems, Inc.	1544
142166206	Carrot 	1500
142166206	KeepTruckin	1456
142166206	RiverPay Inc.	1411
142166206	Gradient Ascent AI	1525
142166206	CI Investments Inc.	1501
142166206	Government of Canada	1474
142166206	WorkMarket, an ADP company	1525
142166206	BeBlended	1475
142166206	City From Naught	1482
142166206	Imagine Communications	1555
142166206	Postmates by Uber	1388
142166206	Oxilight	1525
142166206	Email	1475
142166206	Axon	1567
142166206	data.world	1481
142166206	Cisco	1482
142166206	Develop for Good	1454
142166206	Allstate	1441
142166206	Maple Leaf Foods Inc	1475
142166206	Autodesk Construction Solutions	1524
142166206	Providius Corp	1451
142166206	NerdWallet	1569
142166206	Zenith Insurance Company (United States)	1523
142166206	American Express	1477
142166206	InMoment	1509
142166206	BDO	1516
142166206	Wayfair	1442
142166206	Northbridge Financial Corporation	1389
142166206	Hockeystick	1548
142166206	ROSS Intelligence	1500
142166206	Celestica	1452
142166206	hitplay .	1579
142166206	Inkling	1535
142166206	Canada Company	1383
142166206	Big Switch Networks	1488
142166206	CARPROOF	1440
142166206	Betterworth	1500
142166206	Carrot	1566
142166206	Xero	1520
142166206	Huawei	1421
142166206	CIBC	1468
142166206	Agriculture and Agri-Food Canada	1547
142166206	YuJa	1473
142166206	Faculty of Engineering at Western University	1430
142166206	DocuSign	1524
142166206	Dropisle	1451
142166206	BlocPower	1475
142166206	CBC/Radio-Canada	1569
142166206	RBC Global Asset Management	1523
142166206	Marsh & McLennan Companies	1477
142166206	QBuild Software	1406
142166206	TAMVOES	1597
142166206	MoneyKey	1445
142166206	Optima Communications International	1408
142166206	PSI  Technologies Inc.	1500
142166206	Arctic Wolf	1569
142166206	CognisantMD	1523
142166206	PiinPoint	1477
142166206	Insticator Inc.	1487
142166206	DigitalEd	1496
142166206	Power Tech Solutions Inc.	1502
142166206	InFlight	1497
142166206	Aareas Interactive Inc.	1449
142166206	Citi	1569
142166206	HCL Technologies	1478
142166206	WomenTech Network	1522
142166206	Frontier College / Collège Frontière	1431
142166206	PagerDuty	1524
142166206	Autodesk	1451
142166206	Eidos-Montréal	1425
142166206	UiPath	1525
142166206	ACV Auctions	1502
142166206	knct	1423
142166206	Scotiabank	1500
142166206	Digital Transaction Limited	1500
142166206	Castleton Commodities International	1566
142166206	BMO Capital Markets	1520
142166206	Blockseer	1427
142166206	Paphus Solutions	1437
142166206	Huawei Noah's Ark Research Lab	1586
142166206	DarwinAI	1542
142166206	Capco	1443
142166206	Perfect Financial Solutions Ltd	1404
142166206	Snapcommerce	1569
142166206	Thumbtack	1523
142166206	Secret Mission Software	1477
142166206	PheedLoop	1431
142166206	FinVentures	1475
142166206	Code Ninjas	1525
142166206	Innovapost	1525
142166206	Achievers	1499
142166206	Ultimate Software	1426
142166206	Autonomic	1589
142166206	SAP	1544
142166206	RedIron Technologies	1500
142166206	National Bank Independent Network	1456
142166206	Bell	1498
142166206	Accedo.tv	1517
142166206	Sun Life	1471
142166206	Rogers Communications	1425
142166206	wizrobotics	1500
142166206	Martinrea International	1525
142166206	e-Zn	1475
142166206	reebee Inc.	1567
142166206	Clove	1481
142166206	Flatten	1427
142166206	Mother Parkers Tea & Coffee	1546
142166206	Youreka Canada	1429
142166206	Tailscale	1567
142166206	ApplyBoard	1476
142166206	Plastic Havas	1461
142166206	WATonomous	1471
142166206	Northern Digital Inc. (NDI)	1525
142166206	Sinovatio	1548
142166206	Mercari, Inc.	1522
142166206	Intel Corporation	1476
142166206	Tulip Retail	1486
142166206	Faire	1495
142166206	Listy Software	1448
142166206	Gore Mutual Insurance	1548
142166206	Vital Images, Inc.	1500
142166206	ENGRAV Aviation Services & Systems	1526
142166206	Rubikloud Technologies	1517
142166206	Nuance Communications	1384
142166206	LEAD Program	1589
142166206	Code Hax	1544
142166206	HOSA-Future Health Professionals	1406
142166206	Conrad Challenge	1505
142166206	Ortexo (acquired by NovaCrypt)	1456
142166206	Key Seismic Solutions Ltd.	1475
142166206	Ladder Therapeutics	1568
142166206	Scribd	1524
142166206	OPTrust	1450
142166206	ADSTRA Dental Software	1408
142166206	Caribou Contests Inc.	1500
142166206	UW Entrepreneurship Society	1525
142166206	Garth Webb DECA Chapter	1475
142166206	FinVentures.ca	1524
142166206	TMX Group	1451
142166206	Multimatic Inc.	1475
142166206	LinkedIn	1546
142166206	Arternal	1486
142166206	Accenture	1495
142166206	IBI Group	1502
142166206	ODAIA Intelligence	1497
142166206	Vidyard	1503
142166206	Communications Research Centre	1497
142166206	Alibaba Cloud	1477
142166206	Ontario Securities Commission	1472
142166206	Eden Industries	1524
142166206	Bank of America Merrill Lynch	1482
142166206	Creative Layer	1419
142166206	Polar	1525
142166206	CoreAVI	1475
142166206	MedAvail Technologies Inc.	1585
142166206	Tableau Software	1315
142166206	DeepMind	1525
142166206	Cheriton School of Computer Science, University of Waterloo	1475
142166206	Microsoft	1566
142166206	Yahoo	1448
142166206	Sensibill Inc.	1411
142166206	Facebook	1552
142166206	Freshii	1348
142166206	Salesforce	1548
142166206	Lazaridis Students' Society	1451
142166206	EY	1501
142166206	Riot Games	1582
142166206	Contrary	1518
142166206	Social Capital LP	1350
142166206	CARFAX Canada	1500
142166206	(various)	1520
142166206	Cheriton School of Computer Science	1405
142166206	Honeybee	1525
142166206	Jesus Week Waterloo	1475
142166206	VIZIYA Corp.	1546
142166206	Sun Life Financial	1429
142166206	Fidelity Investments	1525
142166206	Raahee	1475
142166206	The GoldenHack	1546
